2024-03-17 14:35:59.819 INFO  (coreLoadExecutor-11-thread-1) [c: s: r: x:n11_restaurants t:] o.a.s.u.CommitTracker Soft AutoCommit: if uncommitted for 3000ms; 
2024-03-17 14:36:02.736 INFO  (coreLoadExecutor-11-thread-1) [c: s: r: x:n11_restaurants t:] o.a.s.r.ManagedResourceStorage File-based storage initialized to use dir: /var/solr/data/n11_restaurants/conf
2024-03-17 14:36:03.013 INFO  (coreLoadExecutor-11-thread-1) [c: s: r: x:n11_restaurants t:] o.a.s.s.DirectSolrSpellChecker init: {name=default, field=_text_, classname=solr.DirectSolrSpellChecker, distanceMeasure=internal, maxEdits=2, minPrefix=1, maxInspections=5, minQueryLength=4, accuracy=0.5, maxQueryFrequency=0.01}
2024-03-17 14:36:03.033 INFO  (coreLoadExecutor-11-thread-1) [c: s: r: x:n11_restaurants t:] o.a.s.h.ReplicationHandler Commits will be reserved for 10000 ms
2024-03-17 14:36:03.036 INFO  (searcherExecutor-13-thread-1-processing-n11_restaurants) [c: s: r: x:n11_restaurants t:] o.a.s.c.QuerySenderListener QuerySenderListener done.
2024-03-17 14:36:03.036 INFO  (searcherExecutor-13-thread-1-processing-n11_restaurants) [c: s: r: x:n11_restaurants t:] o.a.s.h.c.SpellCheckComponent Loading spell index for spellchecker: default
2024-03-17 14:36:03.061 INFO  (searcherExecutor-13-thread-1-processing-n11_restaurants) [c: s: r: x:n11_restaurants t:] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2024-03-17 14:36:59.859 INFO  (qtp693267461-25-null-1) [c: s: r: x:n11_restaurants t:null-1] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=0&wt=javabin&version=2} hits=5 status=0 QTime=35
2024-03-17 14:36:59.921 INFO  (qtp693267461-19-null-2) [c: s: r: x:n11_restaurants t:null-2] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=5&wt=javabin&version=2} hits=5 status=0 QTime=6
2024-03-17 14:37:03.017 INFO  (qtp693267461-21-null-3) [c: s: r: x:n11_restaurants t:null-3] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=0&wt=javabin&version=2} hits=5 status=0 QTime=1
2024-03-17 14:37:03.023 INFO  (qtp693267461-26-null-4) [c: s: r: x:n11_restaurants t:null-4] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=5&wt=javabin&version=2} hits=5 status=0 QTime=0
2024-03-17 14:37:25.101 INFO  (qtp693267461-23-null-5) [c: s: r: x:n11_restaurants t:null-5] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=0&wt=javabin&version=2} hits=5 status=0 QTime=1
2024-03-17 14:37:25.109 INFO  (qtp693267461-26-null-6) [c: s: r: x:n11_restaurants t:null-6] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=5&wt=javabin&version=2} hits=5 status=0 QTime=1
2024-03-17 14:37:25.126 INFO  (qtp693267461-23-null-7) [c: s: r: x:n11_restaurants t:null-7] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=0&wt=javabin&version=2} hits=5 status=0 QTime=1
2024-03-17 14:37:25.133 INFO  (qtp693267461-26-null-8) [c: s: r: x:n11_restaurants t:null-8] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=5&wt=javabin&version=2} hits=5 status=0 QTime=0
2024-03-17 14:38:56.538 INFO  (qtp693267461-20-null-9) [c: s: r: x:n11_restaurants t:null-9] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=0&wt=javabin&version=2} hits=5 status=0 QTime=6
2024-03-17 14:38:56.558 INFO  (qtp693267461-23-null-10) [c: s: r: x:n11_restaurants t:null-10] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=5&wt=javabin&version=2} hits=5 status=0 QTime=2
2024-03-17 14:38:59.755 INFO  (qtp693267461-18-null-11) [c: s: r: x:n11_restaurants t:null-11] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=0&wt=javabin&version=2} hits=5 status=0 QTime=1
2024-03-17 14:38:59.761 INFO  (qtp693267461-23-null-12) [c: s: r: x:n11_restaurants t:null-12] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=5&wt=javabin&version=2} hits=5 status=0 QTime=0
2024-03-17 14:39:00.776 INFO  (qtp693267461-25-null-13) [c: s: r: x:n11_restaurants t:null-13] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=0&wt=javabin&version=2} hits=5 status=0 QTime=1
2024-03-17 14:39:00.784 INFO  (qtp693267461-23-null-14) [c: s: r: x:n11_restaurants t:null-14] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=5&wt=javabin&version=2} hits=5 status=0 QTime=0
2024-03-17 14:39:01.867 INFO  (qtp693267461-26-null-15) [c: s: r: x:n11_restaurants t:null-15] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=0&wt=javabin&version=2} hits=5 status=0 QTime=0
2024-03-17 14:39:01.874 INFO  (qtp693267461-23-null-16) [c: s: r: x:n11_restaurants t:null-16] o.a.s.c.S.Request webapp=/solr path=/select params={q=*:*&start=0&rows=5&wt=javabin&version=2} hits=5 status=0 QTime=0
2024-03-17 14:50:35.369 INFO  (qtp693267461-18-null-17) [c: s: r: x:n11_restaurants t:null-17] o.a.s.c.S.Request webapp=/solr path=/select params={q={!geofilt+sfield%3DrestaurantLocation+pt%3D46.417,7.2133+d%3D10}&start=0&rows=0&wt=javabin&version=2} hits=2 status=0 QTime=304
2024-03-17 14:50:35.404 INFO  (qtp693267461-27-null-18) [c: s: r: x:n11_restaurants t:null-18] o.a.s.c.S.Request webapp=/solr path=/select params={q={!geofilt+sfield%3DrestaurantLocation+pt%3D46.417,7.2133+d%3D10}&start=0&rows=2&wt=javabin&version=2} hits=2 status=0 QTime=2
2024-03-17 15:03:38.582 INFO  (JettyShutdownThread) [c: s: r: x: t:] o.e.j.s.Server Stopped Server@376a312c{STOPPING}[10.0.19,sto=0]
2024-03-17 15:03:38.590 INFO  (JettyShutdownThread) [c: s: r: x: t:] o.e.j.s.AbstractConnector Stopped ServerConnector@2b95e48b{HTTP/1.1, (http/1.1, h2c)}{0.0.0.0:8983}
2024-03-17 15:03:38.639 INFO  (JettyShutdownThread) [c: s: r: x: t:] o.a.s.c.CoreContainer Shutting down CoreContainer instance=1537371824
2024-03-17 15:03:38.642 INFO  (coreCloseExecutor-19-thread-1) [c: s: r: x:n11_restaurants t:] o.a.s.c.SolrCore CLOSING SolrCore org.apache.solr.core.SolrCore@231d4fa5 n11_restaurants
2024-03-17 15:03:38.644 INFO  (coreCloseExecutor-19-thread-1) [c: s: r: x:n11_restaurants t:] o.a.s.m.SolrMetricManager Closing metric reporters for registry=solr.core.n11_restaurants tag=SolrCore@231d4fa5
2024-03-17 15:03:38.709 INFO  (coreCloseExecutor-19-thread-1) [c: s: r: x:n11_restaurants t:] o.a.s.u.DirectUpdateHandler2 Committing on IndexWriter.close()  ... SKIPPED (unnecessary).
2024-03-17 15:03:38.779 INFO  (JettyShutdownThread) [c: s: r: x: t:] o.a.s.m.SolrMetricManager Closing metric reporters for registry=solr.node tag=null
2024-03-17 15:03:38.808 INFO  (JettyShutdownThread) [c: s: r: x: t:] o.a.s.m.SolrMetricManager Closing metric reporters for registry=solr.jvm tag=null
2024-03-17 15:03:38.821 INFO  (JettyShutdownThread) [c: s: r: x: t:] o.a.s.m.SolrMetricManager Closing metric reporters for registry=solr.jetty tag=null
2024-03-17 15:03:38.834 INFO  (JettyShutdownThread) [c: s: r: x: t:] o.e.j.s.h.ContextHandler Stopped o.e.j.w.WebAppContext@655a5d9c{solr-jetty-context.xml,/solr,null,STOPPED}{/opt/solr-9.5.0/server/solr-webapp/webapp}
